Band	Genre	Status	City	State
Julio Stotz	Symphonic Power Metal, Djent	Unknown	Paraná	Paraná
Junkcrude	Death/Black Metal	Changed name	Manaus	Amazonas
Jupiterian	Sludge/Death/Doom Metal	Active	São Paulo	São Paulo
Just	Heavy Metal	Unknown	Jundiaí	São Paulo
Just Hate	Death Metal	Unknown	Caucaia	Ceará
Just Heroes	Heavy Metal	Active	São Paulo	São Paulo
Justabeli	Death Metal (early); Death/Black Metal (later)	Active	Diadema	São Paulo
JustFace	Heavy Metal	Split-up	Joinville	Santa Catarina
Justice	Heavy/Power Metal	Split-up	Taubaté	São Paulo
Justness	Power/Thrash Metal	Split-up	São Paulo	São Paulo
K.S.S.K	Thrash/Speed/Death Metal/Crossover	Split-up		
K'taagar	Black Metal	Active	Ponta Grossa	Paraná
Kaatayra	Atmospheric Folk/Black Metal	Active	Brasília	Distrito Federal
Kabarah	Black Metal	Split-up	Niterói	Rio de Janeiro
Kadabra	Heavy Metal	Active	Vinhedo	São Paulo
Kadastath	Death/Thrash Metal	Split-up	Mongaguá	São Paulo
Kahanka	Groove Metal	Active	São Paulo	São Paulo
Kaimbrak	Blackened Thrash Metal	Split-up	Porto Alegre	Rio Grande do Sul
Kaiten	Thrash/Death Metal	On hold	Valinhos	São Paulo
Kaka Campolongo	Power/Heavy Metal	Active	São Paulo	São Paulo
Kalabouço	Heavy Metal	Active	Belo Horizonte	Minas Gerais
Kaldrfenrir	Black Metal	Split-up	São José dos Campos	São Paulo
Kalevala	Heavy Metal	Split-up	Campos dos Goytacazes	Rio de Janeiro
Kalibak	Heavy Metal	Unknown	Belo Horizonte	Minas Gerais
Kaliban	Thrash Metal	Split-up	Belém	Pará
Kalibur	Black Metal	Split-up	Joinville	Santa Catarina
Kaliwulf	Black Metal	Active	Minas Gerais	
Kallimah	Progressive/Power Metal	Active	São Paulo	
Kaltsog	Black Metal, Dungeon Synth	Active	São Caetano do Sul	São Paulo
Kalvarius	Melodic Heavy Metal	Split-up	Manaus	Amazonas
Kamala	Thrash Metal	Active	Campinas	São Paulo
Kameratta	Heavy Metal	Active	Poços de Caldas	Minas Gerais
Kamikaze	Heavy Metal/Hard Rock	Active	Belo Horizonte	Minas Gerais
Kandelabrum	Doom/Gothic Metal	Split-up	Rio de Janeiro	Rio de Janeiro
Kanimé	Groove Metal	Active	Petrolina	Pernambuco
Kanvass	Black Metal	Active	Santo André	São Paulo
Kaos	Black Metal	Active	Curitiba	Paraná
Kaosharmony	Black Metal	Active	Hortolândia	São Paulo
Kaotk	Technical Death Metal	Unknown	Recife	Pernambuco
Kapethanas	Black Metal	Active	Santa Fé do Sul	São Paulo
Kappa Crucis	Heavy Metal	Active	Apiaí	São Paulo
Kara de Anjo	Heavy Metal/Hard Rock	Split-up	Bauru	São Paulo
Karburalcool	Heavy/Thrash Metal	Active	Presidente Prudente	São Paulo
Karçaz	Black Metal	Active	Belo Horizonte	Minas Gerais
Karisma	Heavy Metal	Split-up	Santo André	São Paulo
Karkinoz	Industrial Black Metal	Split-up	Belo Horizonte	Minas Gerais
Karma	Progressive Metal	Active	São Paulo	São Paulo
Karmage	Death Metal	Unknown	Osasco	São Paulo
Karnage	Death/Thrash Metal	Active	Ipu	Ceará
Karnficyna	Deathcore	Active	Recife	Pernambuco
Karnnage	Death/Thrash Metal (early); Black Metal (later)	Split-up	São Paulo	São Paulo
Karnstein	Black Metal	Active	Blumenau	Santa Catarina
Karontt	Power/Thrash Metal	Split-up	Itu	São Paulo
Karranka	Thrash Metal	Active	Americana	São Paulo
Karyttah	Power Metal	Active	São Paulo	São Paulo
Kastiphas	Death/Black Metal	Active	Salvador	Bahia
Katana	Heavy Metal	Split-up	Novo Hamburgo	Rio Grande do Sul
Kataphero	Melodic Death Metal	Active	Natal	Rio Grande do Norte
Katarsis Tenebris	Black Metal	Split-up	Ponta Grossa	Paraná
Katástrofe	Thrash Metal	Active	Campo Grande	Mato Grosso do Sul
Katastrofy	Death Metal	Active	Anchieta	Espírito Santo
Katharsick	Death/Black Metal	Split-up	Joinville	Santa Catarina
Kathartica	Heavy/Stoner Metal	Active	Rio de Janeiro	
Katharzian	Melodic Black Metal	Active	Manaus	Amazonas
Katrofy	Black Metal	Active	Curitiba	Paraná
Kattah	Power Metal	Active	Curitiba	Paraná
Kaustik	Stoner Metal	Active	Jundiaí	São Paulo
Kavera	Thrash Metal	Split-up	Fortaleza	Ceará
Kavla	Heavy Metal/Hard Rock	Active	São Paulo	São Paulo
Kavy	Brutal Death Metal	Changed name	Maceió	Alagoas
Kaziklu Bey	Black Metal	Split-up	Ribeirão Pires	São Paulo
Keep Them Blind	Groove/Death Metal/Deathcore	Active	Caxias do Sul	Rio Grande do Sul
Keeper of the Shadows	Heavy/Power Metal	Unknown		
Keeptor	Thrash Metal	Active	São Bernardo do Campo	São Paulo
Kennereth	Progressive/Power Metal	Split-up	Brasília	Distrito Federal
Keophsia	Melodic Heavy Metal	Unknown	Campinas	São Paulo
Keophz	Death/Thrash Metal	Changed name	Curitiba	Paraná
Kerberus	Thrash Metal	Active	Ilhéus	Bahia
Kerix	Symphonic/Gothic Metal	Split-up	São Paulo	São Paulo
Kernunna	Celtic Folk Metal	Active	Varginha	Minas Gerais
Kerosene	Raw Black Metal	Active	Catanduva	São Paulo
Keter	Death/Thrash Metal	Active	Salvador	Bahia
Kevin Douglas	Progressive Metal	Active	Sergipe	
Key of Salomon	Black Metal	Split-up	Lages	Santa Catarina
Keys of the Light	Gothic/Heavy Metal	Active	São Paulo	São Paulo
Keystone Keeper	Power Metal	Split-up	Itu	São Paulo
Khabla	Technical Death Metal	Split-up	Maringá	Paraná
Khalabath	Raw Black Metal	Split-up	Belo Horizonte	Minas Gerais
Khallice	Progressive Metal	Active	Brasília	Distrito Federal
Khaotic	Black Metal	Active	São Paulo	São Paulo
Kharaxul	Black Metal	Split-up	Londrina	Paraná
Kharnal	Death/Black Metal/Deathcore	Active	São Paulo	
Khatryna	Deathcore	Active	São Paulo	São Paulo
Khazad Dûm	Black/Death Metal	Active	Uberlândia	Minas Gerais
Khormoundeggom	Death Metal	Active	Uberlândia	Minas Gerais
Khranial	Thrash Metal	Unknown	São José dos Campos	São Paulo
Khrophus	Death Metal	Active	São José	Santa Catarina
Kick Head	Thrash Metal/Crossover	Active	Parnaíba	Piauí
Kiko Loureiro	Melodic Progressive Metal/Shred	Active	São Paulo	São Paulo
Kiko Shred	Heavy/Power Metal	Active	São Paulo	São Paulo
Killepsia	Progressive/Heavy Metal	Active	Porto Alegre	Rio Grande do Sul
Killer Command	Thrash Metal	Active	São Paulo	São Paulo
Killer Machine	Thrash Metal	Split-up	Itapeva	São Paulo
Killer Side	Death/Thrash Metal	Split-up	Leme	São Paulo
Killers of Faith	Death Metal	Active	Cataguases	Minas Gerais
Killery	Groove/Thrash Metal	Active	São Luís	Maranhão
Killin'Ground	Thrash/Groove Metal	Active	Fortaleza	Ceará
Killing Fields	Thrash Metal	Active	Natal	Rio Grande do Norte
Killing Ground	Thrash Metal	Active	Sorocaba/Boituva	São Paulo
KillMister	Heavy Metal	Active	Santos	São Paulo
Killrape	Thrash/Death Metal	Active	Rio de Janeiro	Rio de Janeiro
King Nothing	Thrash Metal	Unknown	Rio de Janeiro	Rio de Janeiro
King of Bones	Heavy Metal	Active	São Paulo	São Paulo
King ov Deception	Melodic Black/Death Metal	Active	São José do Rio Preto	São Paulo
Kingdom of Maggots	Death Metal	Active	Leme	São Paulo
Kinoglass	Experimental Thrash/Groove Metal	Active	Presidente Prudente	São Paulo
Kinto Karma	Heavy Metal	Active	Caruaru	Pernambuco
Kissif...	Heavy Metal	Split-up	São Paulo	São Paulo
Kizilia	Metalcore	Active	Belém	Pará
Klasiv	Heavy Metal	Unknown	Goiânia	Goiás
Knightrider	Thrash/Death Metal	Active	Salvador	Bahia
Knights	Heavy Metal	Active	Fortaleza	Ceará
Kocytus	Progressive Death Metal	Active	São Paulo	
Kodama Mononoke	Black Metal	Active	Manaus	Amazonas
Kodorah	Black Metal	Active	São Paulo	
Kohva	Thrash Metal/Crossover	Active	Parintins	Amazonas
Kollision	Thrash/Death Metal	Split-up	Bragança Paulista	São Paulo
Koma	Death/Black Metal/Grindcore	Active	São Paulo	
Koriza	Thrash/Death Metal	Active	Ilhéus	Bahia
Korözyon	Groove Metal	Split-up	Belo Horizonte	Minas Gerais
Korrozão	Grindcore	Split-up	São Paulo	São Paulo
Korsakov	Crossover/Thrash Metal	Active	Alumínio	São Paulo
Korvak	Thrash Metal	Active	Campina Grande	Paraíba
Korzus	Thrash Metal	Active	São Paulo	São Paulo
Kosmus	Progressive Metal/Rock	Active	Rio de Janeiro	Rio de Janeiro
Koudan	Power Metal	Unknown	Muritiba	Bahia
Kraftvøid	Progressive/Stoner/Doom Metal	Active	São Paulo	São Paulo
Krakkenspit	Groove Metal	Active	Goiânia	Goiás
Krânio Metálico	Heavy/Power Metal	Split-up	Salvador	Bahia
Krapula	Brutal Death Metal	Active	Olinda	Pernambuco
Krattera	Death/Black/Thrash Metal	Split-up	Nova Friburgo	Rio de Janeiro
Kreditor	Death/Black Metal	Split-up	Cascavel	Paraná
Kremate	Thrash Metal	On hold	São Paulo	São Paulo
Krenak	Death Metal	Active	Fortaleza	Ceará
Krenides	Heavy Metal	Active	Porto Alegre	Rio Grande do Sul
Krieg Filosophy	Black Metal	Active	São Paulo	São Paulo
Kriegnath	Black Metal	Split-up	São Paulo	São Paulo
Krifkill	Thrash Metal	Active	Sobral	Ceará
Krig	Progressive Death Metal	Active	Belo Horizonte	Minas Gerais
Krimparturr	Black Metal	Split-up	Florianópolis	Santa Catarina
Kripta	Heavy Metal (early); Death/Thrash Metal (later)	Split-up	Rio de Janeiro	Rio de Janeiro
Kriptya	Death Metal	Active	São Carlos	São Paulo
Krisiun	Death Metal	Active	Ijuí	Rio Grande do Sul
Krismu	Progressive Death/Thrash Metal	Split-up	Americana	São Paulo
Krists Død	Black Metal	Active	Curitiba	Paraná
Kriver	Heavy Metal/Hard Rock (early); Progressive Metal (later)	Split-up	Recife	Pernambuco
Krivionterloi	Post-Black Metal/Shoegaze	Split-up	Manaus	Amazonas
Krofader	Death/Thrash Metal/Crossover	Active	Uberaba	Minas Gerais
Kromorth	Death Metal	Active	Cuiabá	Mato Grosso
Kromst	Melodic Death Metal	Changed name	Curitiba	Paraná
Kronus	Heavy Metal	Split-up	Rio de Janeiro	Rio de Janeiro
Krorknus	Death Metal	Active		
Kross	Thrash Metal	Split-up	Jundiaí	São Paulo
Krow	Thrash/Death Metal	Active	Uberlândia	Minas Gerais
Krucified	Death Metal	Split-up	Florianópolis	Santa Catarina
Krueger	Death/Thrash Metal	Active	Campina Grande	Paraíba
Kruelty	Death/Thrash Metal	Active	Poços de Caldas	Minas Gerais
Kruerz	Heavy Metal	Active	Erechim	Rio Grande do Sul
Krull	Heavy/Power Metal	Active	Itu	São Paulo
Krusader	Heavy/Power Metal	Active	Jundiaí	São Paulo
Krusher	Thrash Metal	Split-up	São Paulo	São Paulo
Krushhammer	Black/Thrash Metal	Active	Belo Horizonte	Minas Gerais
Krushies	Heavy Metal	Split-up	Barbacena	Minas Gerais
Kruyssen	Progressive Metal	Active	Mossoró	Rio Grande do Norte
Kruz Kredo	Heavy Metal	Split-up	Fortaleza	Ceará
Krymeia	Heavy/Thrash Metal	Active	Rio de Janeiro	Rio de Janeiro
Kryour	Melodic Death Metal/Metalcore	Active	São Paulo	São Paulo
Krystal Tears	Melodic Heavy Metal/Hard Rock	Split-up	Rio de Janeiro	Rio de Janeiro
Krytik	Death Metal	Active	Minas Gerais	
Ktalepsia	Thrash Metal	Active	Goiania	Goiás
Kuld	Black Metal	Active	Rio de Janeiro	Rio de Janeiro
Kultist	Black/Thrash Metal	Active	São Paulo	São Paulo
Kundal	Death Metal/Deathcore	Active	Belo Horizonte	Minas Gerais
Kundartiguador	Black Metal	Active		
Kurgan	Death Metal/Crust Punk	Active	Brasília	Distrito Federal
Kvlto	Black Metal	Active	Duque de Caxias	Rio de Janeiro
Kyhary	Thrash Metal	Active	São Paulo	São Paulo
Kymera	Thrash Metal/Deathcore	Active	Juiz de Fora	Minas Gerais
Kyndra	Power Metal	Active	Juiz de Fora	Minas Gerais
L.E.T.A.L.	Thrash/Groove Metal	Active	Belo Horizonte	Minas Gerais
L.F. Angels	Heavy Metal	Split-up	São Paulo	São Paulo
La Tormenta	Viking Metal/Grindcore	Split-up	São Paulo	São Paulo
Lábar'Oculto	Black/Doom Metal	Active	Piraju	São Paulo
Labatut	Black Metal	Split-up	São Paulo	São Paulo
Labore Lunae	Death/Doom Metal	Active	Campo Grande	Mato Grosso do Sul
Labyrinth Spell	Black Metal	Active	Serra	Espírito Santo
LAC	Death Metal	Active	Rio de Janeiro	Rio de Janeiro
Lacerofagia	Death Metal/Grindcore	Split-up	Goiânia	Goiás
Lachrimatory	Doom/Death Metal	Split-up	Curitiba	Paraná
Lachrymae	Sludge/Post-Metal	Split-up		
Lacínia	Heavy Metal, Hard Rock	Split-up	Brasília	Distrito Federal
Laconist	Death Metal	Split-up	Hortolândia	São Paulo
Lacrima Mortis	Doom/Death Metal	Active	Blumenau	Santa Catarina
Lacryma Christi	Black/Gothic Metal	Split-up	Rio de Janeiro	Rio de Janeiro
Lacryma Sanguine	Death/Doom Metal	Unknown	Fortaleza	Ceará
Lacster Tricthor	Thrash Metal	Unknown	Osasco	São Paulo
Lado Obscuro	Black Metal	Active	Curitiba	Paraná
Lady Die	Heavy Metal	Split-up	São Paulo	São Paulo
Lady Elizabeth	Raw Black Metal	Active	São Paulo	São Paulo
Lady Mortis	Doom/Death Metal	Active	Valinhos	São Paulo
Lalssu	Ambient/Doom/Black Metal	Active	Suzano	São Paulo
Lama Negra	Thrash Metal/Hardcore	Active	São Paulo	São Paulo
Lamazuus	Symphonic/Ambient Black Metal	Active	Suzano	São Paulo
Lamed	Black Metal	Split-up	Brasília	Distrito Federal
Lament	Black Metal	Active	Votorantim	São Paulo
Lamentation	Black Metal	Changed name	Rio Preto / São Paulo	
Lamento	Groove/Heavy Metal	Active	Venda Nova do Imigrante	Espírito Santo
Lamentos	Melodic Doom/Death Metal	Active	Salvador	Bahia
Laments of Soul	Gothic/Doom Metal	Active	Juazeiro do Norte	Ceará
Laminer Face	Thrash Metal	Active	Manaus	Amazonas
Lammah	Melodic Power Metal	Unknown	Serra	Espírito Santo
Lammashta	Death/Black Metal	Active	Maceió	Alagoas
Lâmmia	Stoner/Doom Metal	Active	Rio de Janeiro	Rio de Janeiro
Lamúria Abissal	Depressive Black Metal	Active	Rio de Janeiro	Rio de Janeiro
Lamurian	Progressive Metal	Unknown	Paraíba	
Land of Fog	Epic Pagan/Black Metal	Active	Carlos Barbosa	Rio Grande do Sul
Land of Lemuria	Symphonic Gothic Metal	Active	Fortaleza	Ceará
Land of Minds	Melodic Heavy Metal	Unknown	São Paulo	São Paulo
Land of Souls	Death/Thrash Metal	Active	Ponta Grossa	Paraná
Land of Tears	Death Metal	Active	Rio de Janeiro	Rio de Janeiro
Landmark	Heavy Metal	Split-up	Tubarão	Santa Catarina
Landscapes	Power/Progressive Metal	Split-up	São Paulo	São Paulo
Landwork	Heavy Metal	Active	Blumenau	Santa Catarina
Langor	Black Metal	Active	Rio de Janeiro	
Langour	Depressive Black Metal	Split-up	Fortaleza	Ceará
Lápide	Black Metal	Active	Duque de Caxias	Rio de Janeiro
Lápide	Thrash Metal	Split-up	Porto Alegre	Rio Grande do Sul
Láppide	Funeral Doom Metal	Active	Manaus	Amazonas
Lappide	Thrash Metal	Active	Sobral	Ceará
Lapso	Death Metal/Grindcore	Split-up	São Paulo	São Paulo
Laracna	Black Metal	Active	Cascavel	Paraná
Last Conscious	Death/Thrash Metal	Active	Santa Luzia	Minas Gerais
Last Dance in Heaven	Black Metal	Active		
Last Drakma	Power Metal	Active	São Paulo	São Paulo
Last Joker	Heavy/Power Metal	Active	Santos	São Paulo
Last Kill Day	Metalcore/Melodic Death Metal	Active	Presidente Prudente	São Paulo
Last Rites	Heavy Metal	Unknown	Brasília	Distrito Federal
Last Sigh	Melodic Death Metal/Metalcore	Split-up	Curitiba	Paraná
Last Song	Black Metal	Active	Barra do Garças	Mato Grosso
Last Times	Heavy Metal with Power Metal elements	Active	Ponta Grossa	Paraná
Last Twilight	Depressive Black Metal	Active	Belo Horizonte	Minas Gerais
Lastima	Black Metal/Grindcore	Split-up	Rio de Janeiro	Rio de Janeiro
Lasting Maze	Melodic Heavy Metal/Rock	Active	Mossoró	Rio Grande do Norte
Laudany	Heavy/Gothic Metal	Active	Sorocaba	São Paulo
Lawmaker	Heavy Metal	Active	São Paulo	São Paulo
Le Chant Noir	Avant-garde Black Metal	Active	Rio de Janeiro	Rio de Janeiro
Le Marchand	Raw Black Metal, Dark Ambient	Active	São Paulo	São Paulo
Le Mars	Death Metal/Grindcore	Active	São Paulo	São Paulo
Lean Van Ranna	Progressive/Power Metal	Active	Mauá	São Paulo
Leannan Shee	Celtic Folk Metal	Active	São Paulo	São Paulo
Leather Apron	Heavy Metal	On hold	Porto Alegre	Rio Grande do Sul
Leatherfaces	Heavy/Thrash Metal	Unknown	São Paulo	São Paulo
Lecher	Heavy Metal	Active	Sorocaba	São Paulo
Leech Eclipse	Grindcore/Death Metal	Active	Goiânia	Goiás
Left Behind	Melodic Death Metal	Unknown	Dores de Campos	Minas Gerais
Left Hand	Thrash/Groove Metal	Active	Barra de São João	Rio de Janeiro
Legacy of Kain	Groove/Thrash Metal	Active	Curitiba	Paraná
Legacy of the Dead	Epic Doom Metal	Split-up	Irecê	Bahia
Legalized Murder	Death Metal/Grindcore	Active	São Gonçalo	Rio de Janeiro
Legendários	Thrash Metal	Split-up	São Paulo	São Paulo
Legendary	Heavy Metal	Active	Itapetininga	São Paulo
Leghacy	Thrash Metal	Active	Brasília	Distrito Federal
Legio Inferi	Black Metal	Active	Campos do Jordão	São Paulo
Legion of Hate	Death/Black Metal	Split-up	Curitiba	Paraná
Legion of Nexus	Power/Doom Metal	Active	São Paulo	São Paulo
Legis Edax	Death Metal	Changed name	Teutônia	Rio Grande do Sul
Legista	Death Metal	Active	Joinville	Santa Catarina
Lei do Cão	Thrash Metal/Crossover	Active	Mossoró	Rio Grande do Norte
Lei do Kaoz	Crossover/Thrash Metal	Active	Abreu e Lima	Pernambuco
Leichen	Death Metal	Split-up	São Paulo	São Paulo
Lelantos	Atmospheric Funeral Doom Metal	Active	Rio Grande	Rio Grande do Sul
Lembrando os Mortos	Black Metal	Active	Chuí	Rio Grande do Sul
Lemuria	Heavy Metal	Split-up	Ponta Grossa	Paraná
Lendas Ocultas	Black Metal	Active	Brasília	Distrito Federal
Lenhador	Black Metal	Active	Não-Me-Toque	Rio Grande do Sul
Leonardo Pais	Heavy/Thrash Metal	Changed name	Leme	São Paulo
Leonin	Progressive Rock/Power Metal	Active	São Paulo	São Paulo
Leopard Machine	Speed/Heavy Metal	On hold	São Luís	Maranhão
Leper Christ	Black Metal	Split-up	Brasília	Distrito Federal
Lephastos	Black Metal	Unknown	Santa Rosa	Rio Grande do Sul
Lepra	Grindcore	Active	Moreno	Pernambuco
Leprosity	Brutal Death Metal	Split-up	Erechim	Rio Grande do Sul
Leprosy	Thrash/Death Metal	Active	Goiânia	Goiás
Leprous	Thrash/Death Metal	Unknown	Fortaleza	Ceará
Leprous Soul	Death/Doom Metal	Split-up	Rio Claro	São Paulo
Leprovore	Death Metal	Active	Salvador	Bahia
Lerna	Atmospheric Black Metal	Active	São Paulo	São Paulo
Les Mémoires Fall	Doom/Gothic Metal	Active	São José dos Campos	São Paulo
Lesa-Pátria	Death Metal	Active	Guará	Distrito Federal
Letargia	Crossover/Doom/Thrash Metal	Active	Campo Limpo Paulista	São Paulo
Lethal Accords	Power/Heavy Metal	Active	Sorocaba	São Paulo
Lethal Charge	Thrash Metal/Hardcore	Active	Campinas	São Paulo
Lethal Crossing	Thrash Metal	Active	São Luís	Maranhão
Lethal Curse	Death/Thrash Metal	Changed name	São Paulo	São Paulo
Lethal Dose	Heavy Metal	Active	Rio de Janeiro	Rio de Janeiro
Lethal Fear	Heavy Metal	Unknown	Amparo	São Paulo
Lethal Rising	Progressive Power Metal	Unknown	Recife	Pernambuco
Lethal Sense	Death Metal	Active	Bento Gonçalves	Rio Grande do Sul
Lethal Storm	Thrash/Death Metal	Active	Campinas	São Paulo
Lethal Tendencies	Heavy/Thrash Metal with Hardcore elements	Split-up		
Lethal Virus	Thrash/Death Metal	Active	Recife	Pernambuco
Letters From	Stoner/Sludge Metal	Unknown	Rio de Janeiro	Rio de Janeiro
Leucócitos	Crossover/Thrash Metal	Split-up	Mauá	São Paulo
Level One	Heavy Metal	Split-up	Volta Redonda	Rio de Janeiro
Leviaethan	Thrash Metal	Active	Porto Alegre	Rio Grande do Sul
Leviathan Necrosis	Brutal Death Metal/Grindcore	Unknown	Paranaguá	Paraná
Levitânea	Heavy Metal	Active	São Paulo	São Paulo
Levitate	Groove Metal/Metalcore	Active	Recife	Pernambuco
Levittaz	Groove Metal/Metalcore	Active	Caratinga	Minas Gerais
Lhe Frustro	Black Metal	Active	Passos	Minas Gerais
Lhutero	Black Metal	Split-up	Osasco	São Paulo
Liar Symphony	Heavy Metal	Active	Guarulhos	São Paulo
Liatris	Gothic Metal/Progressive Metal	Unknown	Vitória da Conquista	Bahia
Liberdade Suprema	Progressive Death Metal	Active	Rio de Janeiro	Rio de Janeiro
Libertarya	Groove Metal	Active		
Liberty Expression	Progressive Metal	Split-up	Blumenau	Santa Catarina
Libidinous Suspirus	Brutal Death Metal/Grindcore	Active	Belém	Pará
Libidinum	Brutal Death/Black Metal	Split-up	Curitiba	Paraná
Libre	Symphonic Metal	Active	Brasília	Distrito Federal
Licantropos	Heavy Metal	On hold	Indaiatuba	São Paulo
Licorgasmalcoolatra 39%	Death/Thrash Metal/Grindcore	Split-up	Duque de Caxias	Rio de Janeiro
Lied des Waldes	Black Metal	Active	Blumenau	Santa Catarina
Life in Black	Thrash/Heavy Metal	Active	São Paulo	São Paulo
Life in Grave	Thrash Metal/Crossover	Active	Ceilândia	Distrito Federal
Life Is a Lie	Black/Death Metal, Grindcore	Split-up	São Paulo	São Paulo
Life Stealing	Power Metal	Unknown	Nova Iguaçu	Rio de Janeiro
Lifechapters	Atmospheric Black Metal/Rock	Active	Rio de Janeiro	Rio de Janeiro
Lifeforce	Progressive Metal	Active	Vitória	Espírito Santo
Lifeless	Heavy/Power Metal	Split-up	Porto Alegre	Rio Grande do Sul
LifeTimes	Thrash Metal	Active	Ribeirão Preto	São Paulo
Light Hammer	Heavy Metal	Split-up	Goiânia	Goiás
Lightstrike	Symphonic Metal	Active	São Paulo	
Lightyears	Heavy/Speed/Power Metal	Unknown	Anápolis	Goiás
Like a Texas Murder	Thrash Metal/Grindcore/Crossover	Changed name	Santos	São Paulo
