Country of origin	Location	Status	Formed in	Genre	Themes	Current label	Years active	url
Brazil	Manaus, Amazonas	Split-up	2018	Post-Black Metal/Shoegaze	Philosophy, Melancholy, Poetry	Unsigned/independent	2018-2019	https://www.metal-archives.com/bands/Krivionterloi/3540436022
Brazil	Uberaba, Minas Gerais	Active	1987	Death/Thrash Metal/Crossover	Hate, Betrayal, Sex, Social and policial issues	Unsigned/independent	1987-present	https://www.metal-archives.com/bands/Krofader/3540288813
Brazil	Cuiabá, Mato Grosso	Active	1999	Death Metal	Satanism	Diabolicum Records	1999-2014, 2015-present	https://www.metal-archives.com/bands/Kromorth/13053
Brazil	Curitiba, Paraná	Changed name	2017	Melodic Death Metal	Psychoanalytic archetypes, Philosophy, Melancholy, Misanthropy	Unsigned/independent	2017-2021, 2021-present (as Away from the Sun)	https://www.metal-archives.com/bands/Kromst/3540464296
Brazil	Rio de Janeiro, Rio de Janeiro	Split-up	1985	Heavy Metal	Fantasy, Metal, Freedom, War	Unsigned/independent	1985-1988	https://www.metal-archives.com/bands/Kronus/3540311160
Brazil	N/A	Active	2023	Death Metal	N/A	Unsigned/independent	2023-present	https://www.metal-archives.com/bands/Krorknus/3540551994
Brazil	Jundiaí, São Paulo	Split-up	2006	Thrash Metal	Human issues	Unsigned/independent	2006-2011, 2014-?	https://www.metal-archives.com/bands/Kross/3540276457
Brazil	Uberlândia, Minas Gerais (early); São Paulo, São Paulo (later)	Active	2006	Thrash/Death Metal	War, Social issues, Death, Brazilian culture	Unsigned/independent	2006-present	https://www.metal-archives.com/bands/Krow/105278
Brazil	Florianópolis, Santa Catarina	Split-up	2013	Death Metal	State/religious oppression, Social issues	Unsigned/independent	2013-2016	https://www.metal-archives.com/bands/Krucified/3540447628
Brazil	Campina Grande, Paraíba (early); Volta Redonda, Rio de Janeiro (later)	Active	1987	Death/Thrash Metal	Death, Destruction, Hate	Time Before Time Records	1987-1992, 1992-? (as Sickness), ?-present	https://www.metal-archives.com/bands/Krueger/7120
Brazil	Poços de Caldas, Minas Gerais	Active	2007	Death/Thrash Metal	Social criticism, Hate, Death	Unsigned/independent	2007-present	https://www.metal-archives.com/bands/Kruelty/3540427717
Brazil	Erechim, Rio Grande do Sul	Active	2009	Heavy Metal	N/A	Unsigned/independent	2009-present	https://www.metal-archives.com/bands/Kruerz/3540502233
Brazil	Itu, São Paulo	Active	2015	Heavy/Power Metal	Hyborian Age, Middle Ages, Epic battles, Horror tales, Science fiction, War	Iron Shield Records	1998-2001 (as Suprema), 2001-2014 (as Eternal Fate), 2015-present	https://www.metal-archives.com/bands/Krull/3540435144
Brazil	Jundiaí, São Paulo	Active	1989	Heavy/Power Metal	Fantasy, Metal Clans	Unsigned/independent	1989-present	https://www.metal-archives.com/bands/Krusader/25478
Brazil	São Paulo, São Paulo	Split-up	1987	Thrash Metal	Death, Evil	Unsigned/independent	1986-1987 (as Sepulcro), 1987-?	https://www.metal-archives.com/bands/Krusher/122911
Brazil	Belo Horizonte, Minas Gerais	Active	2017	Black/Thrash Metal	Blasphemy, Satanism	Helldprod Records	2017-present	https://www.metal-archives.com/bands/Krushhammer/3540422180
Brazil	Barbacena, Minas Gerais	Split-up	1999	Heavy Metal	N/A	Unsigned/independent	1999-2007	https://www.metal-archives.com/bands/Krushies/30303
Brazil	Mossoró, Rio Grande do Norte	Active	2001	Progressive Metal	Christianity	Unsigned/independent	2001-present	https://www.metal-archives.com/bands/Kruyssen/3540444767
Brazil	Fortaleza, Ceará	Split-up	N/A	Heavy Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Kruz_Kredo/3540560602
Brazil	Rio de Janeiro, Rio de Janeiro	Active	2006	Heavy/Thrash Metal	N/A	Unsigned/independent	2006-present	https://www.metal-archives.com/bands/Krymeia/3540294376
Brazil	São Paulo, São Paulo	Active	2014	Melodic Death Metal/Metalcore	Fantasy, Anger, Struggles	Outono Music	2014-present	https://www.metal-archives.com/bands/Kryour/3540453744
Brazil	Rio de Janeiro, Rio de Janeiro	Split-up	2000	Melodic Heavy Metal/Hard Rock	Life, Love, Happiness	Unsigned/independent	2000-?	https://www.metal-archives.com/bands/Krystal_Tears/24122
Brazil	Minas Gerais	Active	2020	Death Metal	Torture, Necrophilia, Murder	Unsigned/independent	2020-present	https://www.metal-archives.com/bands/Krytik/3540472792
Brazil	Goiania, Goias	Active	2006	Thrash Metal	N/A	Unsigned/independent	2006-present	https://www.metal-archives.com/bands/Ktalepsia/3540267970
Brazil	Rio de Janeiro, Rio de Janeiro	Active	2014	Black Metal	Blasphemy, Perversion	Unsigned/independent	2014-present	https://www.metal-archives.com/bands/Kuld/3540395223
Brazil	São Paulo, São Paulo	Active	2016	Black/Thrash Metal	H.P. Lovecraft	Unsigned/independent	2016-present	https://www.metal-archives.com/bands/Kultist/3540453514
Brazil	Belo Horizonte, Minas Gerais	Active	2003	Death Metal/Deathcore	Social protest, Positivism	Unsigned/independent	2003-present	https://www.metal-archives.com/bands/Kundal/3540255128
Brazil	N/A	Active	2014	Black Metal	Spirituality, Occultism, Qliphoth, Left-Hand Path	Arte Ancestral Records	2014-present	https://www.metal-archives.com/bands/Kundartiguador/3540463308
Brazil	Brasília, Distrito Federal	Active	2008	Death Metal/Crust Punk	N/A	Unsigned/independent	2008-present	https://www.metal-archives.com/bands/Kurgan/3540441749
Brazil	Duque de Caxias, Rio de Janeiro	Active	2010	Black Metal	Misanthropy, Nature, Ancient lore, Decolonialism, Anti-fascism, Anti-capitalism	Mutilation Productions	2010-present	https://www.metal-archives.com/bands/Kvlto/3540421295
Brazil	São Paulo, São Paulo	Active	2004	Thrash Metal	N/A	Unsigned/independent	2004-present	https://www.metal-archives.com/bands/Kyhary/3540316313
Brazil	Juiz de Fora, Minas Gerais	Active	2007	Thrash Metal/Deathcore	N/A	Unsigned/independent	2007-present	https://www.metal-archives.com/bands/Kymera/3540376311
Brazil	Juiz de Fora, Minas Gerais	Active	N/A	Power Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Kyndra/3540515327
Brazil	Belo Horizonte, Minas Gerais	Active	2002	Thrash/Groove Metal	N/A	Unsigned/independent	2002-present	https://www.metal-archives.com/bands/L.E.T.A.L./3540267180
Brazil	São Paulo, São Paulo	Split-up	2011	Heavy Metal	Sex, Business, Life	Unsigned/independent	2011-2013	https://www.metal-archives.com/bands/L.F._Angels/3540422655
Brazil	São Paulo, São Paulo	Split-up	2011	Viking Metal/Grindcore	Vikings, Battles, Norse mythology, Social criticism, Anti-Christianity	Cultura em Peso Uberlândia	2011-2017	https://www.metal-archives.com/bands/La_Tormenta/3540468172
Brazil	Piraju, São Paulo	Active	2013	Black/Doom Metal	Poetry, Literature, Occultism	Black Hearts Records	2013-present	https://www.metal-archives.com/bands/L%C3%A1bar%27Oculto/3540417682
Brazil	São Paulo, São Paulo	Split-up	N/A	Black Metal	N/A	Asgard Musik	N/A	https://www.metal-archives.com/bands/Labatut/19677
Brazil	Campo Grande, Mato Grosso do Sul	Active	2002	Death/Doom Metal	Occultism, Mysticism, Darkness, Death	Unsigned/independent	2002-present	https://www.metal-archives.com/bands/Labore_Lunae/3540366665
Brazil	Serra, Espírito Santo	Active	2000	Black Metal	Paganism, Occultism, Satanism	Unsigned/independent	2000-2002, 2009-present	https://www.metal-archives.com/bands/Labyrinth_Spell/29547
Brazil	Rio de Janeiro, Rio de Janeiro	Active	2005	Death Metal	Splatter (early); Social issues, Urban conflict (later)	Vingança Music	2005-2020 (as Lacerated and Carbonized), 2020-present	https://www.metal-archives.com/bands/LAC/96802
Brazil	Goiânia, Goiás	Split-up	2021	Death Metal/Grindcore	Human brutality, Anti-facism	Unsigned/independent	2021-2022	https://www.metal-archives.com/bands/Lacerofagia/3540515627
Brazil	Curitiba, Paraná	Split-up	1999	Doom/Death Metal	Depression, Loss, Despair, Death	Unsigned/independent	1999-2015	https://www.metal-archives.com/bands/Lachrimatory/61827
Brazil	N/A	Split-up	2014	Sludge/Post-Metal	Instrumental	Unsigned/independent	2014-2019	https://www.metal-archives.com/bands/Lachrymae/3540424281
Brazil	Brasília, Distrito Federal	Split-up	2014	Heavy Metal, Hard Rock	N/A	Unsigned/independent	2014-?	https://www.metal-archives.com/bands/Lac%C3%ADnia/3540389440
Brazil	Hortolândia, São Paulo	Split-up	2007	Death Metal	Blasphemy, Necronomicon, Anti-Christianity	Butchered Records	2007-2018	https://www.metal-archives.com/bands/Laconist/3540255962
Brazil	Blumenau, Santa Catarina	Active	2016	Doom/Death Metal	Grief, Sorrow, Despair, Life issues	Talheim Records	2016-present	https://www.metal-archives.com/bands/Lacrima_Mortis/3540425944
Brazil	Rio de Janeiro, Rio de Janeiro	Split-up	1997	Black/Gothic Metal	Anti-Christ (early); Christianity (later)	Unsigned/independent	1997-?	https://www.metal-archives.com/bands/Lacryma_Christi/24462
Brazil	Fortaleza, Ceará	Unknown	2005	Death/Doom Metal	N/A	KillZone Records	2005-?	https://www.metal-archives.com/bands/Lacryma_Sanguine/117047
Brazil	Osasco, São Paulo	Unknown	N/A	Thrash Metal	N/A	Unsigned/independent	?-?, 2021-?	https://www.metal-archives.com/bands/Lacster_Tricthor/3540532579
Brazil	Curitiba, Paraná	Active	N/A	Black Metal	Satanism, Anti-Christianity	Intolerant Records	N/A	https://www.metal-archives.com/bands/Lado_Obscuro/19577
Brazil	São Paulo, São Paulo	Split-up	N/A	Heavy Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Lady_Die/129997
Brazil	São Paulo, São Paulo	Active	2003	Raw Black Metal	War, Sadness, Pain, Hate, Death	Unsigned/independent	2003-present	https://www.metal-archives.com/bands/Lady_Elizabeth/62566
Brazil	Valinhos, São Paulo	Active	2017	Doom/Death Metal	Suffering, Pain, Darkness, Suicide	Unsigned/independent	2017-present	https://www.metal-archives.com/bands/Lady_Mortis/3540438462
Brazil	Suzano, São Paulo	Active	2011	Ambient/Doom/Black Metal	Mythology, Insight, Occultism	Unsigned/independent	2011-present	https://www.metal-archives.com/bands/Lalssu/3540363501
Brazil	São Paulo, São Paulo	Active	2006	Thrash Metal/Hardcore	N/A	Unsigned/independent	2006-present	https://www.metal-archives.com/bands/Lama_Negra/3540378929
Brazil	Suzano, São Paulo	Active	2009	Symphonic/Ambient Black Metal	Fantasy, Tolkien, Battles, Magic: The Gathering	Unsigned/independent	2009-present	https://www.metal-archives.com/bands/Lamazuus/3540423263
Brazil	Brasília, Distrito Federal	Split-up	2003	Black Metal	Misanthropy, Hate, Depression, Forests	Unsigned/independent	2003-?	https://www.metal-archives.com/bands/Lamed/30491
Brazil	Votorantim, São Paulo	Active	1994	Black Metal	Satanism, Evil	Unsigned/independent	1994-present	https://www.metal-archives.com/bands/Lament/23666
Brazil	Rio Preto / São Paulo	Changed name	1990	Black Metal	N/A	Unsigned/independent	1989-1990 (as Bestial), 1990-1992, 1992 (as Abygor)	https://www.metal-archives.com/bands/Lamentation/3540367707
Brazil	Venda Nova do Imigrante, Espírito Santo	Active	2013	Groove/Heavy Metal	N/A	Unsigned/independent	2013-present	https://www.metal-archives.com/bands/Lamento/3540503107
Brazil	Salvador, Bahia	Active	2014	Melodic Doom/Death Metal	Suffering, Despair, Pain	Unsigned/independent	2014-present	https://www.metal-archives.com/bands/Lamentos/3540512609
Brazil	Juazeiro do Norte, Ceará	Active	2005	Gothic/Doom Metal	N/A	Unsigned/independent	2005-present	https://www.metal-archives.com/bands/Laments_of_Soul/3540371259
Brazil	Manaus, Amazonas	Active	N/A	Thrash Metal	Metal, Prophecy, Fury	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Laminer_Face/3540393847
Brazil	Serra, Espírito Santo	Unknown	2012	Melodic Power Metal	Christianity	Unsigned/independent	2007-2012 (as Nephesh Gaio), 2012-?	https://www.metal-archives.com/bands/Lammah/3540373521
Brazil	Maceió, Alagoas	Active	2001	Death/Black Metal	Blasphemy, War, Anti-Christianity, Hatred, Chaos	Sociedade dos Mortos	?-2001 (as Kavy), 2001-present	https://www.metal-archives.com/bands/Lammashta/15343
Brazil	Rio de Janeiro, Rio de Janeiro	Active	2017	Stoner/Doom Metal	N/A	Unsigned/independent	2017-present	https://www.metal-archives.com/bands/L%C3%A2mmia/3540440343
Brazil	Rio de Janeiro, Rio de Janeiro / Paulo Afonso, Bahia	Active	2011	Depressive Black Metal	Death, Suicide, Sadness, Negativity	Unsigned/independent	2011-2019, 2025-present	https://www.metal-archives.com/bands/Lam%C3%BAria_Abissal/3540341941
Brazil	Paraíba	Unknown	2010	Progressive Metal	N/A	Unsigned/independent	2010-?	https://www.metal-archives.com/bands/Lamurian/3540428766
Brazil	Carlos Barbosa, Rio Grande do Sul	Active	2006	Epic Pagan/Black Metal	Paganism, Epic tales	Sulphur Records	2006-present	https://www.metal-archives.com/bands/Land_of_Fog/113807
Brazil	Fortaleza, Ceará	Active	2006	Symphonic Gothic Metal	N/A	Unsigned/independent	2006-2018	https://www.metal-archives.com/bands/Land_of_Lemuria/3540444170
Brazil	São Paulo, São Paulo	Unknown	2015	Melodic Heavy Metal	N/A	Unsigned/independent	2015-?	https://www.metal-archives.com/bands/Land_of_Minds/3540422921
Brazil	Ponta Grossa, Paraná	Active	1997	Death/Thrash Metal	N/A	Unsigned/independent	1997-present	https://www.metal-archives.com/bands/Land_of_Souls/3540261979
Brazil	Rio de Janeiro, Rio de Janeiro	Active	2000	Death Metal	N/A	Black Legion Productions	2000-2018, 2020-present	https://www.metal-archives.com/bands/Land_of_Tears/13061
Brazil	Tubarão, Santa Catarina	Split-up	2004	Heavy Metal	N/A	Unsigned/independent	2004-?	https://www.metal-archives.com/bands/Landmark/3540396498
Brazil	São Paulo, São Paulo	Split-up	1994	Power/Progressive Metal	N/A	Unsigned/independent	1994-?	https://www.metal-archives.com/bands/Landscapes/89294
Brazil	Blumenau, Santa Catarina	Active	2009	Heavy Metal	N/A	Unsigned/independent	2009-present	https://www.metal-archives.com/bands/Landwork/3540392963
Brazil	Rio de Janeiro	Active	2021	Black Metal	N/A	Unsigned/independent	2021-present	https://www.metal-archives.com/bands/Langor/3540494815
Brazil	Fortaleza, Ceará	Split-up	2016	Depressive Black Metal	Hatred, Insignificance, Despair	Unsigned/independent	2016-2018	https://www.metal-archives.com/bands/Langour/3540433864
Brazil	Duque de Caxias, Rio de Janeiro	Active	2015	Black Metal	Satanism, Negativism, Death	Cianeto Discos	2015-present	https://www.metal-archives.com/bands/L%C3%A1pide/3540415754
Brazil	Porto Alegre, Rio Grande do Sul	Split-up	1996	Thrash Metal	Social issues	Pure Sound	1996-2012	https://www.metal-archives.com/bands/L%C3%A1pide/15636
Brazil	Manaus, Amazonas	Active	2010	Funeral Doom Metal	Funerals	Depressive Illusions Records	2010-present	https://www.metal-archives.com/bands/L%C3%A1ppide/3540323754
Brazil	Sobral, Ceará	Active	2011	Thrash Metal	Horror themes	Unsigned/independent	2011-present	https://www.metal-archives.com/bands/Lappide/3540390332
Brazil	São Paulo, São Paulo	Split-up	2003	Death Metal/Grindcore	N/A	Unsigned/independent	2003-2019	https://www.metal-archives.com/bands/Lapso/3540429302
Brazil	Cascavel, Paraná	Active	2009	Black Metal	Anti-religion, Philosophy, History	Unsigned/independent	2009-2012, 2016-present	https://www.metal-archives.com/bands/Laracna/3540316860
Brazil	Santa Luzia, Minas Gerais	Active	2015	Death/Thrash Metal	N/A	Unsigned/independent	2015-present	https://www.metal-archives.com/bands/Last_Conscious/3540465806
Brazil	N/A	Active	2020	Black Metal	Hatred, Provocative Themes, Intolerance, Antireligious,	Podrera's Records	2020-present	https://www.metal-archives.com/bands/Last_Dance_in_Heaven/3540541108
Brazil	São Paulo, São Paulo	Active	N/A	Power Metal	Christianity	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Last_Drakma/3540405424
Brazil	Santos, São Paulo (early), United Kingdom (later)	Active	1990	Heavy/Power Metal	N/A	Into the LimeLight Records	1990-1995, 2015-present	https://www.metal-archives.com/bands/Last_Joker/87000
Brazil	Presidente Prudente, São Paulo	Active	2010	Metalcore/Melodic Death Metal	Life issues, Personal struggles	Digital Yourself	2010-present	https://www.metal-archives.com/bands/Last_Kill_Day/3540376220
Brazil	Brasília, Distrito Federal	Unknown	N/A	Heavy Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Last_Rites/61389
Brazil	Curitiba, Paraná	Split-up	2005	Melodic Death Metal/Metalcore	N/A	Unsigned/independent	2005-2013	https://www.metal-archives.com/bands/Last_Sigh/115586
Brazil	Barra do Garças, Mato Grosso	Active	2015	Black Metal	N/A	Unsigned/independent	2015-present	https://www.metal-archives.com/bands/Last_Song/3540465886
Brazil	Ponta Grossa, Paraná	Active	2019	Heavy Metal with Power Metal elements	Christianity	Unsigned/independent	2019-present	https://www.metal-archives.com/bands/Last_Times/3540526505
Brazil	Belo Horizonte, Minas Gerais	Active	2022	Depressive Black Metal	Death, Grief	Unsigned/independent	2022-present	https://www.metal-archives.com/bands/Last_Twilight/3540517803
Brazil	Rio de Janeiro, Rio de Janeiro	Split-up	2004	Black Metal/Grindcore	Apocalypse, Anti-religion, Fanaticism, Self-destruction of human being	Tiranus Records	2004-?	https://www.metal-archives.com/bands/Lastima/64520
Brazil	Mossoró, Rio Grande do Norte	Active	2014	Melodic Heavy Metal/Rock	N/A	Unsigned/independent	2014-present	https://www.metal-archives.com/bands/Lasting_Maze/3540487159
Brazil	Sorocaba, São Paulo	Active	2003	Heavy/Gothic Metal	Personal thoughts, Feelings, Spiritual	Unsigned/independent	2003-present	https://www.metal-archives.com/bands/Laudany/19648
Brazil	São Paulo, São Paulo	Active	1997	Heavy Metal	N/A	Unsigned/independent	1997-present	https://www.metal-archives.com/bands/Lawmaker/54770
Brazil	Rio de Janeiro, Rio de Janeiro	Active	2016	Avant-garde Black Metal	Satanism, Voodoo, Mythology, Classic occult literature	Personal Records	2016-present	https://www.metal-archives.com/bands/Le_Chant_Noir/3540431165
Brazil	São Paulo, São Paulo	Active	2011	Raw Black Metal, Dark Ambient	São Paulo Nationalism, Paganism, War, Negativism, Nature, Satanism, Separatism	Acta Non Verba Rex	2011-present	https://www.metal-archives.com/bands/Le_Marchand/3540384637
Brazil	São Paulo, São Paulo	Active	2011	Death Metal/Grindcore	N/A	Unsigned/independent	2011-?, 2020-present	https://www.metal-archives.com/bands/Le_Mars/3540375790
Brazil	Mauá, São Paulo	Active	N/A	Progressive/Power Metal	Christianity	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Lean_Van_Ranna/3540455567
Brazil	São Paulo, São Paulo	Active	2006	Celtic Folk Metal	N/A	Unsigned/independent	2006-present	https://www.metal-archives.com/bands/Leannan_Shee/3540325509
Brazil	Porto Alegre, Rio Grande do Sul	On hold	2001	Heavy Metal	N/A	Unsigned/independent	2001-2013	https://www.metal-archives.com/bands/Leather_Apron/43765
Brazil	São Paulo, São Paulo	Unknown	2005	Heavy/Thrash Metal	N/A	Unsigned/independent	2005-2015	https://www.metal-archives.com/bands/Leatherfaces/3540342753
Brazil	Sorocaba, São Paulo	Active	2007	Heavy Metal	Fantasy, Myth, Battle, Heavy Metal	Heart of Steel Records	2007-present	https://www.metal-archives.com/bands/Lecher/3540357528
Brazil	Goiânia, Goiás	Active	2016	Grindcore/Death Metal	Morbidity, Mental disorders, Death	Unsigned/independent	2016-present	https://www.metal-archives.com/bands/Leech_Eclipse/3540431774
Brazil	Dores de Campos, Minas Gerais	Unknown	2004	Melodic Death Metal	N/A	Unsigned/independent	2004-?	https://www.metal-archives.com/bands/Left_Behind/3540379504
Brazil	Barra de São João, Rio de Janeiro	Active	2008	Thrash/Groove Metal	Violence, Life, Hate, Personal Issues	Unsigned/independent	2008-present	https://www.metal-archives.com/bands/Left_Hand/3540281991
