Country of origin	Location	Status	Formed in	Genre	Themes	Current label	Years active	url
Brazil	Santo André, São Paulo	Active	1999	Black Metal	Desolation, Pain	Unsigned/independent	1999-2010, 2015-present	https://www.metal-archives.com/bands/Carpatus/10617
Brazil	São Leopoldo, Rio Grande do Sul	Active	2012	Metalcore	Christianity, Society	Unsigned/independent	2012-present	https://www.metal-archives.com/bands/Carpe_Diem/3540453330
Brazil	Rio Negrinho, Santa Catarina	Active	2009	Death Metal	Anti-religion, Human suffering, Insanity	Unsigned/independent	2009-present	https://www.metal-archives.com/bands/Carrasco/3540348109
Brazil	Recife, Pernambuco	Active	2004	Blackened Thrash/Speed Metal	Death, Evil, Occultism, The Macabre	Cianeto Discos	2004-2017, 2020-present	https://www.metal-archives.com/bands/Carrasco/87793
Brazil	São Paulo, São Paulo	Split-up	1994	Thrash Metal	N/A	Unsigned/independent	1994-?	https://www.metal-archives.com/bands/Carrascos/125703
Brazil	São Paulo, São Paulo	Active	2013	Thrash/Speed/Death Metal	Destruction, Decadency of society, Apocalypse	Unsigned/independent	2013-present	https://www.metal-archives.com/bands/Carraz/3540436997
Brazil	São Paulo, São Paulo	Active	2003	Heavy Metal	Urban atmosphere, Social problems	Laser Company Records	2003-present	https://www.metal-archives.com/bands/Carro_Bomba/3540339215
Brazil	Curitiba, Paraná	Active	2020	Speed Metal, Heavy Metal/Hard Rock	Gambling, Rock 'n' Roll, Drugs, Sex	RTR Records	2009-2020 (as Motorbastards), 2020-present	https://www.metal-archives.com/bands/Carttada/3540504573
Brazil	Jacareí	Active	2022	Death Metal	Egyptian mythology	Unsigned/independent	2022-present	https://www.metal-archives.com/bands/Cascavel/3540550518
Brazil	São Paulo	Active	2023	Sludge/Stoner/Doom Metal	N/A	Unsigned/independent	2023-present	https://www.metal-archives.com/bands/Cascos/3540542858
Brazil	Paraguaçu Paulista, São Paulo	Active	2011	Heavy/Power Metal	Heroical, Warriors, Human condition, Society	Unsigned/independent	2011-present	https://www.metal-archives.com/bands/Castellica/3540482041
Brazil	Rio de Janeiro, Rio de Janeiro	Active	1993	Black Metal	Satanism, Occult	Unsigned/independent	1993-present	https://www.metal-archives.com/bands/Castifas/3540345076
Brazil	N/A	Unknown	2004	Power Metal	Dark fantasy, The Castlevania series	Unsigned/independent	2004-?	https://www.metal-archives.com/bands/Castlevania/80288
Brazil	N/A	Active	2024	Black Metal	Vampirism, Lycanthropy, Misanthropy, Occultism, Darkness, Death	Dirae Tenebrae	2024-present	https://www.metal-archives.com/bands/Castrivenian/3540543512
Brazil	São Paulo, São Paulo	Active	N/A	Black Metal	N/A	Galafoice	N/A	https://www.metal-archives.com/bands/Catacomb_Voices/3540449599
Brazil	Serra, Espírito Santo	Split-up	2003	Black Metal	Evil, Nihilism, Hate	Tecido Adiposo	2003-2016	https://www.metal-archives.com/bands/Catacumba/43093
Brazil	Atibaia, São Paulo	Split-up	2012	Heavy Metal	Metal, Fantasy, Battles	Obskure Chaos Distro	2012-?	https://www.metal-archives.com/bands/Cat%C3%A1strofe/3540385177
Brazil	N/A	Active	N/A	Black Metal	Philosophy, Nature, Hatred, Moral issues, Darkness	Depressive Illusions Records	N/A	https://www.metal-archives.com/bands/Cathartes/3540409189
Brazil	Rio de Janeiro, Rio de Janeiro	Split-up	2001	Goregrind	Spiritual	Unsigned/independent	2001-2013	https://www.metal-archives.com/bands/Cativeiro/3540362646
Brazil	São Paulo	Active	2016	Blackened Crust/Death Metal	Human misery, Anti-government, Anti-fascism, Anti-religion, Wasteland	Sangue Underground Records	2016-present	https://www.metal-archives.com/bands/Cat%C3%B6lishit/3540491419
Brazil	São Paulo, São Paulo	Split-up	1988	Thrash Metal	N/A	Unsigned/independent	1988-1992	https://www.metal-archives.com/bands/Caustic_Twilight/3540262632
Brazil	João Pessoa, Paraíba	Unknown	1999	Death Metal	Politics, Poetry, Current Affairs	Unsigned/independent	1999-?	https://www.metal-archives.com/bands/Caustico/119229
Brazil	Pedregulho, São Paulo	Split-up	1993	Death Metal/Grindcore	Gore	Unsigned/independent	1990-1993 (as Pesticide), 1993-1994	https://www.metal-archives.com/bands/Cauterization/3540456163
Brazil	Presidente Prudente, São Paulo	Split-up	2008	Blackened Death Metal	Hate, Darkness, Evil, War	Misanthropic Records	2008-2018	https://www.metal-archives.com/bands/Cauterization/3540325112
Brazil	Belo Horizonte, Minas Gerais	Unknown	2013	Deathcore	Society, Politics, Pain, Hatred, Violence	Unsigned/independent	2004-2013 (as Eternal Crossing), 2013-?	https://www.metal-archives.com/bands/Cauvery/3540367632
Brazil	Rio de Janeiro, Rio de Janeiro	Split-up	1991	Thrash Metal	Social issues	Unsigned/independent	1991-?	https://www.metal-archives.com/bands/Cavalast/3540321064
Brazil	Hortolândia, São Paulo (early); Campinas, São Paulo (later)	Active	2007	Heavy Metal	Epic stories	Unsigned/independent	2007-present	https://www.metal-archives.com/bands/Cavaleiro_Drag%C3%A3o/3540321545
Brazil	Araguari, Minas Gerais	Active	2009	Heavy Metal	Hate, Death, Satanism	Unsigned/independent	2009-present	https://www.metal-archives.com/bands/Cavaleiro_Negro/3540370938
Brazil	Londrina, Paraná	Unknown	2001	Thrash Metal	N/A	Unsigned/independent	2001-?	https://www.metal-archives.com/bands/Cavefish/28754
Brazil	Campina Grande, Paraíba	Split-up	1987	Death/Thrash Metal	Wars, Humanity, Plagues	Unsigned/independent	1987-?	https://www.metal-archives.com/bands/Caveira/3540297588
Brazil	São Paulo, São Paulo	Active	N/A	Stoner Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Caveira/3540487617
Brazil	Patos, Paraíba	Active	2012	Black Metal	Satan, Destruction, Death, Chaos, Horror movies	Unsigned/independent	2012-present	https://www.metal-archives.com/bands/Caverna/3540381947
Brazil	Natal, Rio Grande do Norte	Active	N/A	Experimental/Symphonic Black/Death Metal	Christianity	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Cavh/3540551590
Brazil	São Paulo, São Paulo (early); London, England, United Kingdom (later)	Active	2012	Heavy Metal	N/A	Unsigned/independent	2012-present	https://www.metal-archives.com/bands/Cavina/3540394443
Brazil	João Pessoa, Paraíba	Active	2007	Brutal Death Metal	Human behaviour, Anti-capitalism, Anarchy	Unsigned/independent	2007-present	https://www.metal-archives.com/bands/Ceffalium/3540317938
Brazil	Sorocaba, São Paulo	Split-up	2003	Thrash Metal	Beer, Evil, Bloody Pussies	Unsigned/independent	2003-2020	https://www.metal-archives.com/bands/Ceifador/65192
Brazil	Fortaleza, Ceará	Unknown	N/A	Melodic Black Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Ceifador/3540559344
Brazil	Belém, Pará	Split-up	1987	Death Metal	N/A	Unsigned/independent	1987-1989	https://www.metal-archives.com/bands/Ceifador/3540466679
Brazil	Manaus, Amazonas	Split-up	2009	Black Metal	Christianity, Anti-Satan	Nemesis Divina Production	?-? (as Malak), 2009-2012, 2012-2014	https://www.metal-archives.com/bands/Ceifadores/3540330331
Brazil	Rio de Janeiro, Rio de Janeiro	Active	2006	Thrash Metal	N/A	Unsigned/independent	2006-? (as Ceifador), 2013-present	https://www.metal-archives.com/bands/Ceiffador/3540521210
Brazil	Londrina, Paraná	On hold	2011	Black Metal	Satanism, War ancestors, Sumerian mythology, Death	Suprema Agonia Records	2011-present	https://www.metal-archives.com/bands/Celebra%C3%A7%C3%A3o_F%C3%BAnebre/3540372170
Brazil	Ponta Grossa, Paraná	Split-up	1998	Black Metal	Anti-Christianity, Satanism	Unsigned/independent	1998-2003	https://www.metal-archives.com/bands/Celestial_Chalice/3540481558
Brazil	Porto Alegre, Rio Grande do Sul	On hold	2010	Symphonic Power Metal	N/A	Unsigned/independent	2010-2020	https://www.metal-archives.com/bands/Celestial_Flames/3540416314
Brazil	Rio Claro, São Paulo	Unknown	N/A	Doom/Stoner Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Celestial_Funeral/3540556829
Brazil	Teófilo Otoni, Minas Gerais	On hold	2005	Black/Doom Metal	Desolation, Obsession, Death	Eternal Fog Records	2005-present	https://www.metal-archives.com/bands/Celestial_Mourning/3540359568
Brazil	São Paulo, São Paulo	Active	2011	Atmospheric/Ambient Black Metal	Mythology, Mysticism, Occultism, Death, States of consciousness, Nature	Depressive Illusions Records	2011-present	https://www.metal-archives.com/bands/Celestial_Oblivion/3540346753
Brazil	Bahia	Split-up	2005	Melodic Heavy Metal	Christianity	Rhythm Rock	2005-?	https://www.metal-archives.com/bands/C%C3%A9licos/3540275829
Brazil	Piracicaba, São Paulo	Active	1998	Power/Thrash Metal	N/A	Unsigned/independent	1998-2001 (as Célmis), 2001-present	https://www.metal-archives.com/bands/Cellmys/72795
Brazil	São Paulo, São Paulo	Split-up	N/A	Thrash Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Celmis/3540255448
Brazil	Porto Alegre, Rio Grande do Sul / Waterloo, Ontario [Canada]	Split-up	2007	Thrash Metal	Horror movies, Science fiction, Social issues	Unsigned/independent	2007-2011	https://www.metal-archives.com/bands/Cement_Rain/3540303472
Brazil	São Paulo, São Paulo	Active	2014	Death/Thrash Metal	Horror movies	Kill Again Records	2014-present	https://www.metal-archives.com/bands/Cemit%C3%A9rio/3540382478
Brazil	Itapema, Santa Catarina	Split-up	2009	Death Metal	Death, Sorrow, Anti-Christianity, Blasphemy	Unsigned/independent	2009-2012	https://www.metal-archives.com/bands/Cemit%C3%A9rio/3540318103
Brazil	Campina Grande, Paraíba	Active	N/A	Heavy/Speed Metal	Space	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Centauri/3540545654
Brazil	Franca, São Paulo	Split-up	1994	Doom Metal	N/A	Unsigned/independent	1994-2003	https://www.metal-archives.com/bands/Centaurus/23838
Brazil	ABC Paulista, São Paulo	Active	1995	Doom Metal	Death	Unsigned/independent	1995-2002, 2002-? (as The Past), 2012-present	https://www.metal-archives.com/bands/Centennial/8831
Brazil	São Paulo, São Paulo	Active	1980	Heavy Metal	Metal, Fantasy, Social issues	Baratos Afins	1980-1988, 2012-present	https://www.metal-archives.com/bands/Cent%C3%BArias/4886
Brazil	São Paulo, São Paulo (early); New York, New York, United States (later)	Active	1980	Power/Speed Metal	N/A	Shadowtrack	1980-present	https://www.metal-archives.com/bands/C%C3%A9rbero/28650
Brazil	Recife, Pernambuco	Split-up	1989	Thrash Metal	N/A	Unsigned/independent	1989-1993, 1999	https://www.metal-archives.com/bands/C%C3%A9rbero/3540465136
Brazil	Fortaleza, Ceará	Split-up	1995	Death/Thrash Metal	Suffering, Death, Feelings	Unsigned/independent	1995-?	https://www.metal-archives.com/bands/Cerberus/50051
Brazil	São Paulo, São Paulo	Active	2009	Thrash Metal	Politics, Inner conflicts, Headbanging	Thrash or Death Records	2009-present	https://www.metal-archives.com/bands/Cerberus_Attack/3540367915
Brazil	Teresina, Piauí	Active	2004	Black Metal	Chaos, Hate, Metaphysics, Pagan themes	Perversa Sinfonia	2004-present	https://www.metal-archives.com/bands/Cerberus_Bestial/3540289538
Brazil	Benedito Novo, Santa Catarina	Active	2010	Death Metal	Death, Diseases, Gore	Unsigned/independent	2010-present	https://www.metal-archives.com/bands/Cerebral_Cannibal/3540415411
Brazil	Marabá, Pará	Active	2014	Crossover/Thrash Metal/Hardcore Punk	Social Issues, Politics, Society, Chaos	Unsigned/independent	2014-present	https://www.metal-archives.com/bands/C%C3%A9rebro_de_Galinha/3540449567
Brazil	Feira de Santana, Bahia	Split-up	2002	Black Metal	War, Destruction, Blasphemy	Unsigned/independent	2002-2005	https://www.metal-archives.com/bands/Ceremonial_Baptism/3540318149
Brazil	Teresina, Piauí	Active	2017	Symphonic Black Metal	Occultism, Ceremonial Magic, Witchcraft	MS Metal Agency	2017-present	https://www.metal-archives.com/bands/Ceremonial_Flames/3540548186
Brazil	Curitiba, Paraná	Active	N/A	Black Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Ceress/3540452196
Brazil	São José do Rio Pardo, São Paulo	Unknown	N/A	Black/Death Metal	Satanism	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Cerim%E2%80%8B%C3%B4%E2%80%8Bnia/3540527188
Brazil	Aracaju, Sergipe	Active	2007	Black/Death Metal	War, Death	Unsigned/independent	2007-present	https://www.metal-archives.com/bands/Cerim%C3%B4nia/3540502266
Brazil	Cariacica, Espírito Santo	Split-up	2008	Death Metal	N/A	Unsigned/independent	2008-?	https://www.metal-archives.com/bands/Cerimonial_of_Death/3540522166
Brazil	Santa Bárbara d'Oeste, São Paulo	Active	1998	Symphonic Black Metal	Christianity	Vision of God Records	1998-present	https://www.metal-archives.com/bands/Cerimonial_Sacred/54821
Brazil	Macapá, Amapá	Split-up	2005	Symphonic Gothic/Doom Metal	N/A	Unsigned/independent	2005-?	https://www.metal-archives.com/bands/Cerimonial_Sombrio/3540500088
Brazil	Passo Fundo, Rio Grande do Sul	Active	N/A	Progressive Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Cerne/3540548761
Brazil	Itapira, São Paulo	Active	2013	Melodic Death Metal/Metalcore	Human mind, Social problems	Unsigned/independent	2013-present	https://www.metal-archives.com/bands/C%C3%A9u_em_Chamas/3540424138
Brazil	Manaus, Amazonas	Active	N/A	Death/Thrash Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Cevenoryation/3540501078
Brazil	Santo André, São Paulo	Split-up	N/A	Thrash Metal	Violence, Death, Social issues	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Chacina/3540289805
Brazil	Piracicaba, São Paulo	Active	1990	Thrash Metal/Crossover	N/A	Unsigned/independent	1990-present	https://www.metal-archives.com/bands/Chacina/128657
Brazil	Belo Horizonte, Minas Gerais	Split-up	1986	Thrash/Death Metal	N/A	Unsigned/independent	1985-1986 (as Cerberus), 1986-?	https://www.metal-archives.com/bands/Chacina/3540329114
Brazil	Manaus, Amazonas	Changed name	1987	Thrash Metal	N/A	Unsigned/independent	1987-1991, 1991-2001 (as Mystical Vision), 2011-present (as Mystical Vision)	https://www.metal-archives.com/bands/Chacina/3540473307
Brazil	N/A	Active	N/A	Black Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Chained/3540468905
Brazil	Santos, São Paulo	Split-up	2005	Thrash Metal	N/A	Unsigned/independent	2005-?	https://www.metal-archives.com/bands/Chainsaw/126840
Brazil	Belo Horizonte, Minas Gerais	Active	1985	Thrash Metal (early); Groove/Thrash Metal (later)	Death, Madness	Cogumelo Records	1985-1995, 2000-present	https://www.metal-archives.com/bands/Chakal/2091
Brazil	Floriano, Piaui	Active	2015	Progressive Heavy Metal	N/A	Unsigned/independent	2015-present	https://www.metal-archives.com/bands/Chalice_of_Throe/3540460117
Brazil	Guararema, São Paulo (early); São Paulo, Brazil / Porto, Portugal (later)	Split-up	2016	Stoner/Doom Metal	N/A	Unsigned/independent	2014-2016 (as Siracusa), 2016-2020, 2022-2023	https://www.metal-archives.com/bands/Chant_of_the_Goddess/3540415252
Brazil	Jequié, Bahia	Unknown	2010	Death Metal	Death, Corruption, Anti-religion	Unsigned/independent	2010-?	https://www.metal-archives.com/bands/Chaos_Conspiracy/3540420820
Brazil	São Paulo, São Paulo	Active	2008	Death Metal	Human issues, Anti-religion, Horror	Unsigned/independent	2008-present	https://www.metal-archives.com/bands/Chaos_Inc/3540328791
Brazil	Piracicaba, São Paulo	Active	2019	Experimental Death Metal	Anti-conformity	Egregora Adversarial	2019-present	https://www.metal-archives.com/bands/Chaos_Process/3540504161
Brazil	Barbacena, Minas Gerais	Active	2009	Thrash/Speed Metal	Death, Blood, Earth, Souls	Unsigned/independent	2009-present	https://www.metal-archives.com/bands/Chaos_Realm/3540299860
Brazil	São José dos Campos, São Paulo	Active	2005	Thrash/Death Metal	Madness, Serial killers, Conquerors, Chaos	Vale do Caos Records	2005-present	https://www.metal-archives.com/bands/Chaos_Synopsis/63568
Brazil	Natal, Rio Grande do Norte	Unknown	2012	Thrash Metal	Politics, Death, Human horrors	Unsigned/independent	2012-?	https://www.metal-archives.com/bands/Chaosface/3540500737
Brazil	São Paulo, São Paulo	Active	2003	Groove Metal (early); Heavy/Alternative Metal (later)	Human issues, Violence	Old School Metal Records	1999-2003 (as Sick Mind), 2003-2013, 2017-present	https://www.metal-archives.com/bands/Chaosfear/27419
Brazil	Santo André, São Paulo	Active	2004	Thrash/Death Metal (early); Brutal Death Metal (later)	Anti-religion, War, Catastrophe, Human conflicts	Unsigned/independent	2004-present	https://www.metal-archives.com/bands/Chaoslace/66447
Brazil	Santos, São Paulo	Split-up	2005	Heavy/Black Metal	N/A	Unsigned/independent	2005-?	https://www.metal-archives.com/bands/Chaosmaster/102461
Brazil	Osasco, São Paulo	Active	2023	Melodic Death/Thrash/Black Metal	Biogical Warfare, War, Resilience, Social Conflict	Unsigned/independent	2023-present	https://www.metal-archives.com/bands/Chaotic_Desolation/3540542144
Brazil	Porto Alegre, Rio Grande do Sul	On hold	2012	Groove Metal	N/A	Unsigned/independent	2012-2014	https://www.metal-archives.com/bands/Charlar/3540475284
Brazil	Rio de Janeiro, Rio de Janeiro	Active	N/A	Progressive Rock/Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Charles_Soulz_Project/3540521052
Brazil	Joinville, Santa Catarina	Unknown	2010	Southern/Stoner Metal/Rock	N/A	Unsigned/independent	2010-?	https://www.metal-archives.com/bands/Charllatones/3540490482
Brazil	São Paulo, São Paulo	Split-up	N/A	Thrash Metal	Life, Humanity	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Chasing_Fear/84628
Brazil	Conselheiro Lafaiete, Minas Gerais	Active	2005	Black Metal	Satanism, Anti-Cosmos	Unsigned/independent	2005-present	https://www.metal-archives.com/bands/Chavajoth/3540324380
Brazil	São Paulo, São Paulo	Active	2016	Thrash Metal	War, Violence, Death	MS Metal Agency	2016-present	https://www.metal-archives.com/bands/Chemical/3540497442
Brazil	São Paulo, São Paulo	Unknown	2008	Thrash Metal	Destruction, War, Violence, Death	Unsigned/independent	2008-2012 (as Chemical Disease), 2012-2017	https://www.metal-archives.com/bands/Chemical/3540369788
Brazil	Salvador, Bahia	Split-up	1988	Death/Thrash Metal	Atomic, Death Sentence, Anti-Christianity	Unsigned/independent	1988 (as Desolation), 1988-1991	https://www.metal-archives.com/bands/Chemical_Death/3540334566
